SR. NO,headline,type,Post_url,post_day,post_date,activity_type,video_length(Mins),Feautured Himself Or Not,tags_used,post_comments,influencer_comments,hashtags_used,repost,likes,cl_post_time
108.0,"Today, please protect your focus. Waste it on trivial pursuits and you’re disrespectful to your gift.",HabitCamp Membership ,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-soulfulness-activity-7149805645477601280-AD8Q?utm_source=share&utm_medium=member_desktop,Sun,2024-01-07,VIDEO,57.0,YES,#leadership hashtag#productivity #eliteperformance#personalmastery hashtag#soulfulness hashtag#business #entrepreneur#dailymasterypodcast #robinsharma#theeverydayheromanifesto,13.0,4.0,YES,13.0,107.0,04:55:02
109.0,"Family is a form of wealth that money can’t buy. And one that’s too easy to neglect, chasing a summit of success—until it’s too late to do anything about it.",DAY WITH DAUGHTER,https://www.linkedin.com/posts/robinsharmaofficial_family-is-a-form-of-wealth-that-money-can-activity-7149398706566455297-M4SG?utm_source=share&utm_medium=member_desktop,Sat,2024-01-06,IMAGE POST,0.0,YES,NONE,28.0,0.0,NONE,6.0,500.0,01:58:01
110.0,"The job of a leader is to grow more leaders and if you’re not building leaders daily then you’re not leading, you’re following.",HabitCamp Membership ,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7149036318696660992-w3aZ?utm_source=share&utm_medium=member_desktop,Fri,2024-01-05,VIDEO,63.0,YES,​​hashtag#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,10.0,0.0,YES,3.0,121.0,01:58:01
111.0,"Rewire your own mentality to reduce worry, see the rewards available to you right now and accelerate your confidence to achieve amazing things while the majority is terrified, and you’ll lead the field. And then [please] go out into this uncertain world and show us what greatness looks like.",MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7148705612405653504-QcQb?utm_source=share&utm_medium=member_desktop,Thu,2024-01-04,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,33.0,7.0,YES,34.0,271.0,04:03:54
112.0,"I hope and pray for 2024 to be YOUR year. And that the next 12 months open the gateway into a renewal of your creativity, a growth of your audacity, and a resurgence of your mastery",HabitCamp Membership ,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7148311542885765120-rjiw?utm_source=share&utm_medium=member_desktop,Wed,2024-01-03,VIDEO,51.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,8.0,3.0,YES,1.0,71.0,01:58:01
113.0,The fears we don’t face become our limits,HabitCamp Membership ,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7147948903655550976-re8Y?utm_source=share&utm_medium=member_desktop,Tue,2024-01-02,VIDEO,70.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,19.0,4.0,YES,3.0,120.0,13:57:01
114.0,"Happy 2024, from my family to yours. I sit and reflect—in this moment—of the world we find ourselves within. There is much deep change taking place. Yet, there is also much to celebrate. To appreciate. To applaud. ",MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_happy-2024-from-my-family-to-yours-i-sit-activity-7147586515550851072-w7UD?utm_source=share&utm_medium=member_desktop,Mon,2024-01-01,IMAGE POST,0.0,NO,NONE,37.0,7.0,NO,2.0,168.0,13:57:01
115.0,We’re all smart enough to know we’ve been blessed with the fresh chance of an innocent 12 months ahead. The past is history. What lies ahead is up to our creativity.,HabitCamp Membership ,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7147224127832064000-Vhuq?utm_source=share&utm_medium=member_desktop,Sun,2023-12-31,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,61.0,6.0,YES,13.0,260.0,01:57:01
116.0,"If there was only one thing I could do to turn struggle into power, doubt into leadership, and paralysis into results, what would it be?work on you. Your inner core. Because life always reflects you and to dream and imagine and envision your highest possibilities is to breathe aliveness into your days.",HabitCamp Membership ,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7146861991465328641-ok9q?utm_source=share&utm_medium=member_desktop,Sat,2023-12-30,VIDEO,63.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,11.0,5.0,YES,3.0,86.0,01:58:01
117.0,"Given the overwhelming number of requests for more information about my new book “The Wealth Money Can’t Buy”,",ABOUT BOOK  “The Wealth Money Can’t Buy”,https://www.linkedin.com/posts/robinsharmaofficial_given-the-overwhelming-number-of-requests-activity-7146137215696379904-ZYlx?utm_source=share&utm_medium=member_desktop,Thu,2023-12-28,IMAGE POST,0.0,NO,NONE,12.0,1.0,NO,2.0,126.0,01:58:01
118.0,I wish you and your family only the greatest of things. ,MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_i-wish-you-and-your-family-only-the-greatest-activity-7145774827839160320-q5C7?utm_source=share&utm_medium=member_desktop,Wed,2023-12-27,IMAGE POST,0.0,NO,NONE,77.0,5.0,NO,0.0,440.0,01:58:01
119.0,"As you scale your genius and own your craft, a whole new series of challenges will show up with the intent to sabotage you—ranging from seductive human temptations to the natural appetite to resist innovation.",ABOUT BOOK  “The Everyday Hero Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7145452134740799489-i8gy?utm_source=share&utm_medium=member_desktop,Tue,2023-12-26,VIDEO,46.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,14.0,6.0,YES,6.0,153.0,04:35:45
120.0,To dream and imagine and envision your highest possibilities is to breathe aliveness into your days. Please remember: you can’t inspire others until you get inspired. So we need you at your greatest. And absolute best.,MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7145412691656966144-D3Mr?utm_source=share&utm_medium=member_desktop,Tue,2023-12-26,VIDEO,46.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,12.0,4.0,YES,6.0,64.0,13:59:01
121.0,"My targets for 2024 have already been recorded and carefully refined. Clarity precedes mastery, right?",ABOUT BOOK  “The Wealth Money Can’t Buy”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7144743775465099264-NX52?utm_source=share&utm_medium=member_desktop,Sun,2023-12-24,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,27.0,6.0,YES,8.0,155.0,05:40:58
122.0,I do believe that rest and recovery and regeneration are deeply essential.The key to becoming a master in your craft and protecting your genius assets lives in discovering how the pros rest and recover deeply.The key to becoming a master in your craft and protecting your genius assets lives in discovering how the pros rest and recover deeply.,ABOUT BOOK  “The Everyday Hero Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7144323737872498688-fY1N?utm_source=share&utm_medium=member_desktop,Sat,2023-12-23,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,38.0,5.0,YES,6.0,271.0,01:51:54
123.0,"Yesterday I finished the new book. A complete year of utterly demanding, intense, difficult, exhausting and inspiring work. Getting the darn thing done to the level it needed to be at (you deserve my BEST) almost killed me. My eyes are shot. My brain is saturated. My heart remains open.",ANNOUNCEMENT OF COMPLETION OF BOOK  “The Wealth Money Can’t Buy”,https://www.linkedin.com/posts/robinsharmaofficial_yesterday-i-finished-the-new-book-a-complete-activity-7143962637171695616-91e5?utm_source=share&utm_medium=member_desktop,Fri,2023-12-22,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,102.0,5.0,YES,1.0,723.0,01:57:01
124.0,"If you’ve followed my work, you know that “giftedness” is a myth and that elite performance is so much more about daily habits over natural genius.Don’t complicate things. The best influencers (and elite athletes, artists, and inventors) are all about mundanity: repeating the same few habits every single day (whether they feel like performing them or not) until these consistent practices incrementally morph into a tsunami of victory. ",ABOUT BOOK  “The Wealth Money Can’t Buy”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7143600248991502336-Cmb7?utm_source=share&utm_medium=member_desktop,Thu,2023-12-21,VIDEO,87.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,102.0,4.0,YES,8.0,102.0,01:57:01
125.0,"Your daily habits are creating your brighter future. Please share your best one below so we all can learn from you. Love, Robin",MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_your-daily-habits-are-creating-your-brighter-activity-7143237861205614592-cIcO?utm_source=share&utm_medium=member_desktop,Wed,2023-12-20,IMAGE POST,0.0,NO,NONE,30.0,6.0,YES,12.0,297.0,01:57:01
126.0,A human being is born into stunning promise. We incarnate with staggering potential. We are hardwired into a higher destiny.,GET FREE COPY OF BOOK  “The World Changer’s Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7142877486526230528-85Y9?utm_source=share&utm_medium=member_desktop,Tue,2023-12-19,VIDEO,71.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,12.0,4.0,YES,6.0,66.0,02:05:01
127.0,Please don’t measure your winning by the metrics that most consider as winning. It’ll be an empty victory. Never delivering on what you thought it would.,GET FREE COPY OF BOOK  “The World Changer’s Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7142513337031991296-Xubn?utm_source=share&utm_medium=member_desktop,Mon,2023-12-18,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,20.0,6.0,YES,4.0,190.0,01:58:01
128.0,"To have the results very few have, you must begin to live as very few do.",ABOUT BOOK  “The Wealth Money Can’t Buy”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7142156485941264384-ZsdA?utm_source=share&utm_medium=member_desktop,Sun,2023-12-17,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,25.0,4.0,YES,3.0,130.0,02:20:01
129.0,The LAST review of my new book “The Wealth Money Can’t Buy.” I received this version of the manuscript yesterday morning and it’s due back at my publisher on Monday.,Last Review of BOOK  “The Wealth Money Can’t Buy”,https://www.linkedin.com/posts/robinsharmaofficial_the-last-review-of-my-new-book-the-wealth-activity-7141788309718032384-052H?utm_source=share&utm_medium=member_desktop," Sat, ",2023-12-16,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,42.0,6.0,YES,0.0,140.0,01:57:01
130.0,"People who “win”, in the sense that they craft gorgeous and fulfilling lives for themselves, also build a community around themselves, filled with strong bonds with neighbors, friends, and loved ones.",LIMITED MEMBERSHIP TO MASTERY,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7141425921860829185-cfEe?utm_source=share&utm_medium=member_desktop,Fri,2023-12-15,VIDEO,49.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,17.0,4.0,YES,3.0,75.0,13:57:01
131.0,You become your associations. Your life looks a lot like the people you hang with. Choose well.,GET FREE COPY OF BOOK  “The World Changer’s Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7141063785582174209-nD7c?utm_source=share&utm_medium=member_desktop,"Thu, ",2023-12-14,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,30.0,6.0,YES,6.0,224.0,01:58:01
132.0,"We live in a troubled world. Yes, there is much to applaud and progress to be grateful for. And yet, mediocrity is infecting the majority. And average is infusing the herd.",GET FREE COPY OF BOOK  “The World Changer’s Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7140700658369814530-fTok?utm_source=share&utm_medium=member_desktop,Wed,2023-12-13,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,53.0,7.0,YES,14.0,217.0,01:55:04
133.0,You get that legendary leaders rise at dawn so they have an hour to strengthen themselves.You understand that the early hours are the days’ quietest hours so wisdom demands that we use them well.,GET FREE COPY OF BOOK  “The World Changer’s Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7140340543384977408-uj_Q?utm_source=share&utm_medium=member_desktop,Tue,2023-12-12,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,33.0,6.0,YES,4.0,187.0,02:04:06
134.0,"There are too many people on the planet thinking they are entitled to peer respect, vast fortune, and a mesmerizingly great life—without putting in the sweat, toil, and grit required to deserve these rewards.",ABOUT BOOK  “The Everyday Hero Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7139976118849253376-Fwb0?utm_source=share&utm_medium=member_desktop,Mon,2023-12-11,VIDEO,52.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,11.0,3.0,YES,1.0,87.0,01:56:01
135.0,please remember that turbulence is necessary for transformation. And things must fall apart for things to be built up in a greater way.,GET FREE COPY OF BOOK  “The World Changer’s Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7139612369353187329-4Wfn?utm_source=share&utm_medium=member_desktop,"Sun, ",2023-12-10,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,42.0,6.0,YES,8.0,190.0,01:50:36
136.0,"Without your place to go to think and build and make and dream, you’ll stay stuck in the herd, thinking as most do and behaving as most act. ",MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7139251846270947328-OEMT?utm_source=share&utm_medium=member_desktop,Sat,2023-12-09,VIDEO,54.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,18.0,5.0,YES,12.0,101.0,13:58:01
137.0,Who wants to follow the herd when it will only lead you off a cliff. Stand for higher standards than the crowd chooses.,GET FREE COPY OF BOOK  “The World Changer’s Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7138889458384379905-ztLl?utm_source=share&utm_medium=member_desktop,Fri,2023-12-08,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,29.0,6.0,YES,11.0,198.0,01:58:01
138.0,"Getting into world-class physical condition is one of the smartest moves a leader (and remember-if you consume oxygen, you have the opportunity to behave like a leader) can make.",GET FREE COPY OF BOOK  “The World Changer’s Manifesto”,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7138889458384379905-ztLl?utm_source=share&utm_medium=member_desktop,Thu,2023-12-07,VIDEO,45.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,18.0,4.0,YES,5.0,70.0,01:58:00
139.0,"Hello. Hope you’re great. I’d love to know your thoughts on this short message so please comment. Have a great day. Love + respect, Robin",MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_hello-hope-youre-great-id-love-to-know-activity-7138164179500163072-ikbq?utm_source=share&utm_medium=member_desktop,"Wed,",2023-12-06,VIDEO,80.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,32.0,5.0,YES,3.0,111.0,13:56:01
140.0,"It’s so easy to be hypnotized into thinking that the superstars among us woke up one day rejoicing in their newfound heightened state of greatness. Pure myth.Start with you. Start today. Start making optimizations in your life, installing the right rituals and habits, and learning how the best of the best have done it. I want you to live a legendary life that you will be undeniably proud of at the end of your days. Get off the fence and make the choice that will transform you from being stuck, to living at your absolute highest potential.",MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7137802043221491712-XFpy?utm_source=share&utm_medium=member_desktop,Tue,2023-12-05,VIDEO,25.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,24.0,5.0,YES,9.0,106.0,01:57:01
141.0,We are trained and schooled and seduced to fear and doubt and disbelieve the longings of our heart. To accept average. To play small.,LIMITED MEMBERSHIP TO MASTERY,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7137439906955427840-yjp1?utm_source=share&utm_medium=member_desktop,Mon,2023-12-04,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,37.0,6.0,YES,14.0,247.0,13:58:01
142.0,Please tell me — what great project would you love to bring to the world to make it a more splendid place?,LIMITED MEMBERSHIP TO MASTERY,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7137077267398021121-06jd?utm_source=share&utm_medium=member_desktop,Sun,2023-12-03,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,31.0,6.0,YES,7.0,140.0,01:57:01
143.0,"Don’t confuse busy with productive nor movement with progress. We are called human beings versus “human doings” for a reason: we’re meant to take breaks from our creativity, productivity, and contribution to our community. Exhausted people never become game-changers.",LIMITED MEMBERSHIP TO MASTERY,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7136715131287142400-5WGE?utm_source=share&utm_medium=member_desktop,Sat,2023-12-02,VIDEO,26.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,17.0,4.0,YES,6.0,72.0,01:58:01
144.0,Karma is real. And every action generates a corresponding consequence. Get better at what you deliver and the world will blaze a path to your door. It really will.,MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7136352743329312768-2X6x?utm_source=share&utm_medium=member_desktop,Fri,2023-12-01,VIDEO,40.0,YES,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,22.0,6.0,YES,6.0,119.0,01:58:01
145.0,Worry not about your legacy and instead stay dedicated to the good you can deliver today.,MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7135990351558828032-YkbT?utm_source=share&utm_medium=member_desktop,Thu,2023-11-30,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,41.0,7.0,YES,17.0,199.0,01:58:00
146.0,Do you agree that there are many other forms of wealth (like good health and a great home life) aside from money? ,INTERVIEW with Marcel Clementi ,https://www.linkedin.com/posts/robinsharmaofficial_do-you-agree-that-there-are-many-other-forms-activity-7135627715931484160-FGtp?utm_source=share&utm_medium=member_desktop,Wed,2023-11-29,VIDEO,55.0,YES,NONE,26.0,4.0,YES,12.0,119.0,01:57:01
147.0,Creativity shines brightest when we are alone. ,MOTIVATION,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7135265076445392897-onQi?utm_source=share&utm_medium=member_desktop,Tue,2023-11-28,VIDEO,7.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,30.0,5.0,YES,7.0,188.0,01:56:01
148.0,To be alone often and to train yourself to savor silence is a powerful regime to grow your gifts and talents.,LIMITED MEMBERSHIP TO MASTERY,https://www.linkedin.com/posts/robinsharmaofficial_leadership-productivity-eliteperformance-activity-7134903191971741696-UWRB?utm_source=share&utm_medium=member_desktop,Mon,2023-11-27,IMAGE POST,0.0,NO,#leadership hashtag#productivity hashtag#eliteperformance hashtag#personalmastery hashtag#soulfulness hashtag#quote hashtag#quoteoftheday hashtag#business hashtag#entrepreneur hashtag#dailymasterypodcast hashtag#robinsharma hashtag#theeverydayheromanifesto,34.0,4.0,YES,5.0,90.0,01:58:01
